STATE,A_MEDIAN,OCC_CAT,YEAR
South Carolina,28000,43,2009
South Carolina,23980,45,2009
South Carolina,31890,47,2009
South Carolina,36380,49,2009
South Carolina,30140,51,2009
South Carolina,25520,53,2009
South Dakota,27170,00,2009
South Dakota,72300,11,2009
South Dakota,47830,13,2009
South Dakota,49730,15,2009
South Dakota,52440,17,2009
South Dakota,43200,19,2009
South Dakota,34320,21,2009
South Dakota,53980,23,2009
South Dakota,34530,25,2009
South Dakota,29510,27,2009
South Dakota,47520,29,2009
South Dakota,23460,31,2009
South Dakota,31630,33,2009
South Dakota,17160,35,2009
South Dakota,20420,37,2009
South Dakota,20180,39,2009
South Dakota,21590,41,2009
South Dakota,25050,43,2009
South Dakota,24240,45,2009
South Dakota,30370,47,2009
South Dakota,34680,49,2009
South Dakota,27520,51,2009
South Dakota,25250,53,2009
Tennessee,29470,00,2009
Tennessee,68790,11,2009
Tennessee,51810,13,2009
Tennessee,59800,15,2009
Tennessee,62810,17,2009
Tennessee,49080,19,2009
Tennessee,34070,21,2009
Tennessee,59930,23,2009
Tennessee,40590,25,2009
Tennessee,34070,27,2009
Tennessee,49200,29,2009
Tennessee,22980,31,2009
Tennessee,29610,33,2009
Tennessee,16950,35,2009
Tennessee,20080,37,2009
Tennessee,18740,39,2009
Tennessee,21560,41,2009
Tennessee,27960,43,2009
Tennessee,24900,45,2009
Tennessee,31740,47,2009
Tennessee,36660,49,2009
Tennessee,28850,51,2009
Tennessee,26250,53,2009
Texas,30850,00,2009
Texas,85960,11,2009
Texas,57180,13,2009
Texas,72690,15,2009
Texas,69800,17,2009
Texas,55800,19,2009
Texas,38520,21,2009
Texas,66230,23,2009
Texas,46900,25,2009
Texas,38820,27,2009
Texas,54480,29,2009
Texas,20970,31,2009
Texas,34640,33,2009
Texas,16610,35,2009
Texas,19170,37,2009
Texas,17380,39,2009
Texas,22470,41,2009
Texas,28880,43,2009
Texas,19380,45,2009
Texas,31360,47,2009
Texas,36080,49,2009
Texas,27730,51,2009
Texas,25820,53,2009
Utah,30760,00,2009
Utah,75620,11,2009
Utah,51950,13,2009
Utah,64280,15,2009
Utah,64410,17,2009
Utah,46660,19,2009
Utah,34410,21,2009
Utah,67040,23,2009
Utah,37140,25,2009
Utah,38460,27,2009
Utah,53510,29,2009
Utah,23420,31,2009
Utah,33590,33,2009
Utah,18280,35,2009
Utah,20770,37,2009
Utah,19810,39,2009
Utah,23520,41,2009
Utah,27310,43,2009
Utah,23090,45,2009
Utah,36640,47,2009
Utah,39560,49,2009
Utah,28880,51,2009
Utah,28780,53,2009
Vermont,32720,00,2009
Vermont,77130,11,2009
Vermont,54200,13,2009
Vermont,60580,15,2009
Vermont,66530,17,2009
Vermont,53510,19,2009
Vermont,36070,21,2009
Vermont,58240,23,2009
Vermont,39790,25,2009
Vermont,38340,27,2009
Vermont,56860,29,2009
Vermont,27060,31,2009
Vermont,36020,33,2009
Vermont,21810,35,2009
Vermont,24440,37,2009
Vermont,21760,39,2009
Vermont,23620,41,2009
Vermont,30720,43,2009
Vermont,24080,45,2009
Vermont,36150,47,2009
Vermont,37260,49,2009
Vermont,30740,51,2009
Vermont,29890,53,2009
Virginia,34840,00,2009
Virginia,99800,11,2009
Virginia,65540,13,2009
Virginia,85150,15,2009
Virginia,71180,17,2009
Virginia,65560,19,2009
Virginia,39900,21,2009
Virginia,84260,23,2009
Virginia,45660,25,2009
Virginia,45690,27,2009
Virginia,55300,29,2009
Virginia,23840,31,2009
Virginia,36600,33,2009
Virginia,18460,35,2009
Virginia,20930,37,2009
Virginia,20200,39,2009
Virginia,23700,41,2009
Virginia,30720,43,2009
Virginia,25570,45,2009
Virginia,35700,47,2009
Virginia,40240,49,2009
Virginia,29830,51,2009
Virginia,28280,53,2009
Washington,38210,00,2009
Washington,99720,11,2009
Washington,61670,13,2009
Washington,83260,15,2009
Washington,75620,17,2009
Washington,61650,19,2009
Washington,41540,21,2009
Washington,68060,23,2009
Washington,45470,25,2009
Washington,46580,27,2009
Washington,66510,29,2009
Washington,28700,31,2009
Washington,49570,33,2009
Washington,21480,35,2009
Washington,25990,37,2009
Washington,23470,39,2009
Washington,27400,41,2009
Washington,33470,43,2009
Washington,23570,45,2009
Washington,48160,47,2009
Washington,45750,49,2009
Washington,34450,51,2009
Washington,32070,53,2009
West Virginia,27000,00,2009
West Virginia,62150,11,2009
West Virginia,47940,13,2009
West Virginia,52750,15,2009
West Virginia,55550,17,2009
West Virginia,43650,19,2009
West Virginia,27560,21,2009
West Virginia,46580,23,2009
West Virginia,39850,25,2009
West Virginia,29510,27,2009
West Virginia,45170,29,2009
West Virginia,19980,31,2009
West Virginia,26830,33,2009
West Virginia,16540,35,2009
West Virginia,18890,37,2009
West Virginia,17030,39,2009
West Virginia,18750,41,2009
West Virginia,24350,43,2009
West Virginia,24980,45,2009
West Virginia,38590,47,2009
West Virginia,32880,49,2009
West Virginia,30290,51,2009
West Virginia,25060,53,2009
Wisconsin,32360,00,2009
Wisconsin,82540,11,2009
Wisconsin,52800,13,2009
Wisconsin,62980,15,2009
Wisconsin,60240,17,2009
Wisconsin,53300,19,2009
Wisconsin,40500,21,2009
Wisconsin,56500,23,2009
Wisconsin,43550,25,2009
Wisconsin,36510,27,2009
Wisconsin,57530,29,2009
Wisconsin,25700,31,2009
Wisconsin,36640,33,2009
Wisconsin,17740,35,2009
Wisconsin,22680,37,2009
Wisconsin,20520,39,2009
Wisconsin,22560,41,2009
Wisconsin,29960,43,2009
Wisconsin,25180,45,2009
Wisconsin,44980,47,2009
Wisconsin,40160,49,2009
Wisconsin,32200,51,2009
Wisconsin,29090,53,2009
Wyoming,33700,00,2009
Wyoming,70280,11,2009
Wyoming,50680,13,2009
Wyoming,52500,15,2009
Wyoming,62060,17,2009
Wyoming,46620,19,2009
Wyoming,39100,21,2009
Wyoming,49250,23,2009
Wyoming,47650,25,2009
Wyoming,28840,27,2009
Wyoming,54960,29,2009
Wyoming,26020,31,2009
Wyoming,38730,33,2009
Wyoming,18280,35,2009
Wyoming,22930,37,2009
Wyoming,21300,39,2009
Wyoming,22480,41,2009
Wyoming,28390,43,2009
Wyoming,29500,45,2009
Wyoming,40290,47,2009
Wyoming,42900,49,2009
Wyoming,40340,51,2009
Wyoming,33010,53,2009
Guam,23250,00,2009
Guam,46390,11,2009
Guam,40440,13,2009
Guam,38730,15,2009
Guam,46250,17,2009
Guam,39380,19,2009
Guam,30610,21,2009
Guam,57160,23,2009
Guam,25210,27,2009
Guam,40890,29,2009
Guam,20860,31,2009
Guam,25160,33,2009
Guam,15900,35,2009
Guam,15930,37,2009
Guam,21240,39,2009
Guam,16360,41,2009
Guam,23350,43,2009
Guam,24920,47,2009
Guam,26140,49,2009
Guam,20540,51,2009
Guam,19640,53,2009
Puerto Rico,19250,00,2009
Puerto Rico,53540,11,2009
Puerto Rico,30190,13,2009
Puerto Rico,37210,15,2009
Puerto Rico,44620,17,2009
Puerto Rico,36140,19,2009
Puerto Rico,25900,21,2009
Puerto Rico,50450,23,2009
Puerto Rico,29320,25,2009
Puerto Rico,23830,27,2009
Puerto Rico,25580,29,2009
Puerto Rico,15800,31,2009
Puerto Rico,21200,33,2009
Puerto Rico,15800,35,2009
Puerto Rico,15990,37,2009
Puerto Rico,16290,39,2009
Puerto Rico,15660,41,2009
Puerto Rico,19160,43,2009
Puerto Rico,19200,45,2009
Puerto Rico,17230,47,2009
Puerto Rico,22790,49,2009
Puerto Rico,17680,51,2009
Puerto Rico,16460,53,2009
Virgin Islands,28480,00,2009
Virgin Islands,67320,11,2009
Virgin Islands,43200,13,2009
Virgin Islands,50160,15,2009
Virgin Islands,58660,17,2009
Virgin Islands,43380,19,2009
Virgin Islands,39380,21,2009
Virgin Islands,71780,23,2009
Virgin Islands,35650,25,2009
Virgin Islands,35800,27,2009
Virgin Islands,45380,29,2009
Virgin Islands,23250,31,2009
Virgin Islands,28430,33,2009
Virgin Islands,19070,35,2009
Virgin Islands,20810,37,2009
Virgin Islands,19660,39,2009
Virgin Islands,21010,41,2009
Virgin Islands,26210,43,2009
Virgin Islands,30180,45,2009
Virgin Islands,36640,47,2009
Virgin Islands,37200,49,2009
Virgin Islands,40130,51,2009
Virgin Islands,24650,53,2009
Alabama,29570,00,2010
Alabama,83290,11,2010
Alabama,57560,13,2010
Alabama,68060,15,2010
Alabama,71100,17,2010
Alabama,49230,19,2010
Alabama,37980,21,2010
Alabama,63000,23,2010
Alabama,44300,25,2010
Alabama,32600,27,2010
Alabama,47740,29,2010
Alabama,21340,31,2010
Alabama,30980,33,2010
Alabama,17560,35,2010
Alabama,19340,37,2010
Alabama,18330,39,2010
Alabama,21140,41,2010
Alabama,27270,43,2010
Alabama,27760,45,2010
Alabama,31750,47,2010
Alabama,38210,49,2010
Alabama,28250,51,2010
Alabama,25680,53,2010
Alaska,41640,00,2010
Alaska,79280,11,2010
Alaska,61200,13,2010
Alaska,67080,15,2010
Alaska,87270,17,2010
Alaska,57920,19,2010
Alaska,42680,21,2010
Alaska,66880,23,2010
Alaska,55720,25,2010
Alaska,41070,27,2010
Alaska,73110,29,2010
Alaska,34670,31,2010
Alaska,44220,33,2010
Alaska,20960,35,2010
Alaska,27930,37,2010
Alaska,26770,39,2010
Alaska,26950,41,2010
Alaska,36010,43,2010
Alaska,59660,47,2010
Alaska,52870,49,2010
Alaska,32310,51,2010
Alaska,37630,53,2010
Arizona,33040,00,2010
Arizona,79310,11,2010
Arizona,54830,13,2010
Arizona,69090,15,2010
Arizona,70180,17,2010
Arizona,47600,19,2010
Arizona,37770,21,2010
Arizona,67650,23,2010
Arizona,38930,25,2010
Arizona,38220,27,2010
Arizona,61160,29,2010
Arizona,25750,31,2010
Arizona,40350,33,2010
Arizona,18600,35,2010
Arizona,21210,37,2010
Arizona,20680,39,2010
Arizona,25280,41,2010
Arizona,30540,43,2010
Arizona,18340,45,2010
Arizona,36380,47,2010
Arizona,38910,49,2010
Arizona,29180,51,2010
Arizona,28820,53,2010
Arkansas,27860,00,2010
Arkansas,70280,11,2010
Arkansas,49260,13,2010
Arkansas,54820,15,2010
Arkansas,57840,17,2010
Arkansas,49250,19,2010
Arkansas,33930,21,2010
Arkansas,44070,23,2010
Arkansas,40540,25,2010
Arkansas,33670,27,2010
Arkansas,45810,29,2010
Arkansas,20870,31,2010
Arkansas,30130,33,2010
Arkansas,17510,35,2010
Arkansas,19180,37,2010
Arkansas,18070,39,2010
Arkansas,21230,41,2010
Arkansas,25880,43,2010
Arkansas,24260,45,2010
Arkansas,31820,47,2010
Arkansas,33940,49,2010
Arkansas,26300,51,2010
Arkansas,25870,53,2010
California,37870,00,2010
California,105390,11,2010
California,67140,13,2010
California,84570,15,2010
California,84840,17,2010
California,68120,19,2010
California,45960,21,2010
California,98210,23,2010
California,52380,25,2010
California,50690,27,2010
California,75280,29,2010
California,27800,31,2010
California,46870,33,2010
California,19310,35,2010
California,24120,37,2010
California,22430,39,2010
California,26920,41,2010
California,34620,43,2010
California,18790,45,2010
California,48980,47,2010
California,44990,49,2010
California,28570,51,2010
California,28780,53,2010
Colorado,36770,00,2010
Colorado,94890,11,2010
Colorado,61880,13,2010
Colorado,79330,15,2010
Colorado,74730,17,2010
Colorado,62810,19,2010
Colorado,39720,21,2010
Colorado,68740,23,2010
Colorado,44450,25,2010
Colorado,42350,27,2010
Colorado,62670,29,2010
Colorado,27590,31,2010
Colorado,39670,33,2010
Colorado,18890,35,2010
Colorado,22880,37,2010
Colorado,22170,39,2010
Colorado,28370,41,2010
Colorado,32960,43,2010
Colorado,24770,45,2010
Colorado,39300,47,2010
Colorado,41870,49,2010
Colorado,31120,51,2010
Colorado,30740,53,2010
Connecticut,40670,00,2010
Connecticut,99230,11,2010
Connecticut,68460,13,2010
Connecticut,77520,15,2010
Connecticut,73050,17,2010
Connecticut,68090,19,2010
Connecticut,47410,21,2010
Connecticut,76790,23,2010
Connecticut,52670,25,2010
Connecticut,46740,27,2010
Connecticut,68020,29,2010
Connecticut,30780,31,2010
Connecticut,46270,33,2010
Connecticut,20200,35,2010
Connecticut,27280,37,2010
Connecticut,23220,39,2010
Connecticut,27490,41,2010
Connecticut,36600,43,2010
Connecticut,27900,45,2010
Connecticut,50110,47,2010
Connecticut,46580,49,2010
Connecticut,35660,51,2010
Connecticut,29530,53,2010
Delaware,35900,00,2010
Delaware,109100,11,2010
Delaware,60910,13,2010
Delaware,75690,15,2010
Delaware,69860,17,2010
Delaware,66730,19,2010
Delaware,40080,21,2010
Delaware,93200,23,2010
Delaware,49490,25,2010
Delaware,40440,27,2010
Delaware,65400,29,2010
Delaware,27730,31,2010
Delaware,34630,33,2010
Delaware,19230,35,2010
Delaware,22710,37,2010
Delaware,22520,39,2010
Delaware,24720,41,2010
Delaware,32340,43,2010
Delaware,28380,45,2010
Delaware,41170,47,2010
Delaware,43220,49,2010
Delaware,27170,51,2010
Delaware,28510,53,2010
District of Columbia,59720,00,2010
District of Columbia,119250,11,2010
District of Columbia,81800,13,2010
District of Columbia,86130,15,2010
District of Columbia,94830,17,2010
District of Columbia,94960,19,2010
District of Columbia,46050,21,2010
District of Columbia,136130,23,2010
District of Columbia,56560,25,2010
District of Columbia,68260,27,2010
District of Columbia,69350,29,2010
District of Columbia,28190,31,2010
District of Columbia,49380,33,2010
District of Columbia,23520,35,2010
District of Columbia,27130,37,2010
District of Columbia,28080,39,2010
District of Columbia,30120,41,2010
District of Columbia,42600,43,2010
District of Columbia,50680,47,2010
District of Columbia,50760,49,2010
District of Columbia,43440,51,2010
District of Columbia,34640,53,2010
Florida,30600,00,2010
Florida,90290,11,2010
Florida,53850,13,2010
Florida,63420,15,2010
Florida,62270,17,2010
Florida,50430,19,2010
Florida,37090,21,2010
Florida,60920,23,2010
Florida,43180,25,2010
Florida,40190,27,2010
Florida,55710,29,2010
Florida,24390,31,2010
Florida,34110,33,2010
Florida,18600,35,2010
Florida,20330,37,2010
Florida,20140,39,2010
Florida,25860,41,2010
Florida,28390,43,2010
Florida,18430,45,2010
Florida,33640,47,2010
Florida,36460,49,2010
Florida,28290,51,2010
Florida,26430,53,2010
Georgia,31610,00,2010
Georgia,88290,11,2010
Georgia,61770,13,2010
Georgia,70830,15,2010
Georgia,65830,17,2010
Georgia,55960,19,2010
Georgia,36490,21,2010
Georgia,65100,23,2010
Georgia,43080,25,2010
Georgia,41370,27,2010
Georgia,53710,29,2010
Georgia,23010,31,2010
Georgia,30960,33,2010
Georgia,18000,35,2010
Georgia,20720,37,2010
Georgia,18660,39,2010
Georgia,23090,41,2010
Georgia,29620,43,2010
Georgia,24960,45,2010
Georgia,32920,47,2010
Georgia,38770,49,2010
Georgia,27370,51,2010
Georgia,27040,53,2010
Hawaii,35480,00,2010
Hawaii,79940,11,2010
Hawaii,56450,13,2010
Hawaii,65830,15,2010
Hawaii,69410,17,2010
Hawaii,57930,19,2010
Hawaii,44920,21,2010
Hawaii,66470,23,2010
Hawaii,44230,25,2010
Hawaii,36570,27,2010
Hawaii,73130,29,2010
Hawaii,30080,31,2010
Hawaii,37040,33,2010
Hawaii,20280,35,2010
Hawaii,29210,37,2010
Hawaii,22310,39,2010
Hawaii,25750,41,2010
Hawaii,32940,43,2010
Hawaii,31650,45,2010
Hawaii,59490,47,2010
Hawaii,46920,49,2010
Hawaii,31730,51,2010
Hawaii,31180,53,2010
Idaho,30240,00,2010
Idaho,66340,11,2010
Idaho,51170,13,2010
Idaho,56770,15,2010
Idaho,64290,17,2010
Idaho,44170,19,2010
Idaho,36920,21,2010
Idaho,57530,23,2010
Idaho,38380,25,2010
Idaho,29130,27,2010
Idaho,55290,29,2010
Idaho,23010,31,2010
Idaho,35030,33,2010
Idaho,18050,35,2010
Idaho,21860,37,2010
Idaho,18730,39,2010
Idaho,22990,41,2010
Idaho,27680,43,2010
Idaho,23580,45,2010
Idaho,35510,47,2010
Idaho,36610,49,2010
Idaho,28310,51,2010
Idaho,27780,53,2010
Illinois,35080,00,2010
Illinois,87250,11,2010
Illinois,59790,13,2010
Illinois,71990,15,2010
Illinois,68300,17,2010
Illinois,65470,19,2010
Illinois,39810,21,2010
Illinois,87540,23,2010
Illinois,48850,25,2010
Illinois,41860,27,2010
Illinois,58760,29,2010
Illinois,24300,31,2010
Illinois,38240,33,2010
Illinois,18900,35,2010
Illinois,23170,37,2010
Illinois,20650,39,2010
Illinois,24510,41,2010
Illinois,31390,43,2010
Illinois,27380,45,2010
Illinois,54580,47,2010
Illinois,42820,49,2010
Illinois,30720,51,2010
Illinois,28400,53,2010
Indiana,30880,00,2010
Indiana,78630,11,2010
Indiana,54110,13,2010
Indiana,61350,15,2010
Indiana,62540,17,2010
Indiana,46200,19,2010
Indiana,35450,21,2010
Indiana,52640,23,2010
Indiana,39830,25,2010
Indiana,31940,27,2010
Indiana,50640,29,2010
Indiana,23760,31,2010
Indiana,34350,33,2010
Indiana,18120,35,2010
Indiana,21500,37,2010
Indiana,19820,39,2010
Indiana,22740,41,2010
Indiana,28520,43,2010
Indiana,25790,45,2010
Indiana,41210,47,2010
Indiana,39260,49,2010
Indiana,30970,51,2010
Indiana,28690,53,2010
Iowa,30380,00,2010
Iowa,75650,11,2010
Iowa,52020,13,2010
Iowa,61690,15,2010
Iowa,61870,17,2010
Iowa,48950,19,2010
Iowa,34540,21,2010
Iowa,55080,23,2010
Iowa,37750,25,2010
Iowa,30740,27,2010
Iowa,48010,29,2010
Iowa,23930,31,2010
Iowa,35710,33,2010
Iowa,18070,35,2010
Iowa,21750,37,2010
Iowa,19360,39,2010
Iowa,22270,41,2010
Iowa,28470,43,2010
Iowa,25130,45,2010
Iowa,37070,47,2010
Iowa,37920,49,2010
Iowa,29890,51,2010
Iowa,29030,53,2010
Kansas,30590,00,2010
Kansas,80100,11,2010
Kansas,54650,13,2010
Kansas,62520,15,2010
Kansas,64610,17,2010
Kansas,51930,19,2010
Kansas,35080,21,2010
Kansas,57150,23,2010
Kansas,38900,25,2010
Kansas,32310,27,2010
Kansas,50610,29,2010
Kansas,23050,31,2010
Kansas,32210,33,2010
Kansas,18010,35,2010
Kansas,21080,37,2010
Kansas,18970,39,2010
Kansas,23240,41,2010
Kansas,27700,43,2010
Kansas,24300,45,2010
Kansas,34840,47,2010
Kansas,38560,49,2010
Kansas,30040,51,2010
Kansas,27730,53,2010
Kentucky,30090,00,2010
Kentucky,74150,11,2010
Kentucky,49640,13,2010
Kentucky,58560,15,2010
Kentucky,59450,17,2010
Kentucky,46920,19,2010
Kentucky,35720,21,2010
Kentucky,54180,23,2010
Kentucky,44540,25,2010
Kentucky,33750,27,2010
Kentucky,50760,29,2010
Kentucky,24280,31,2010
Kentucky,28600,33,2010
Kentucky,17830,35,2010
Kentucky,19630,37,2010
Kentucky,19150,39,2010
Kentucky,20910,41,2010
Kentucky,27730,43,2010
Kentucky,22420,45,2010
Kentucky,36020,47,2010
Kentucky,36840,49,2010
Kentucky,30640,51,2010
Kentucky,28010,53,2010
Louisiana,30170,00,2010
Louisiana,72830,11,2010
Louisiana,50280,13,2010
Louisiana,54810,15,2010
Louisiana,67260,17,2010
Louisiana,55510,19,2010
Louisiana,38200,21,2010
Louisiana,55000,23,2010
Louisiana,44330,25,2010
Louisiana,33870,27,2010
Louisiana,49840,29,2010
Louisiana,20400,31,2010
Louisiana,31230,33,2010
Louisiana,17740,35,2010
Louisiana,19120,37,2010
Louisiana,18540,39,2010
Louisiana,21130,41,2010
Louisiana,26660,43,2010
Louisiana,30070,45,2010
Louisiana,34820,47,2010
Louisiana,36540,49,2010
Louisiana,35250,51,2010
Louisiana,28200,53,2010
Maine,31780,00,2010
Maine,70410,11,2010
Maine,52480,13,2010
Maine,59200,15,2010
Maine,60190,17,2010
Maine,49260,19,2010
Maine,36430,21,2010
Maine,55880,23,2010
Maine,39460,25,2010
Maine,32290,27,2010
Maine,57090,29,2010
Maine,24430,31,2010
Maine,32780,33,2010
Maine,18830,35,2010
Maine,24110,37,2010
Maine,21150,39,2010
Maine,23270,41,2010
Maine,29160,43,2010
Maine,29430,45,2010
Maine,36140,47,2010
Maine,38860,49,2010
Maine,32360,51,2010
Maine,27730,53,2010
Maryland,39740,00,2010
Maryland,98430,11,2010
Maryland,67620,13,2010
Maryland,83320,15,2010
Maryland,79340,17,2010
Maryland,76000,19,2010
Maryland,43770,21,2010
Maryland,63670,23,2010
Maryland,53390,25,2010
Maryland,48070,27,2010
Maryland,70420,29,2010
Maryland,27780,31,2010
Maryland,42970,33,2010
Maryland,19080,35,2010
Maryland,23710,37,2010
Maryland,22730,39,2010
Maryland,24730,41,2010
Maryland,33870,43,2010
Maryland,24490,45,2010
Maryland,40400,47,2010
Maryland,43810,49,2010
Maryland,33130,51,2010
Maryland,31080,53,2010
Massachusetts,41880,00,2010
Massachusetts,105950,11,2010
Massachusetts,68460,13,2010
Massachusetts,85730,15,2010
Massachusetts,76420,17,2010
Massachusetts,65400,19,2010
Massachusetts,40550,21,2010
Massachusetts,82530,23,2010
Massachusetts,54110,25,2010
Massachusetts,51890,27,2010
Massachusetts,68800,29,2010
Massachusetts,29670,31,2010
Massachusetts,44940,33,2010
Massachusetts,22580,35,2010
Massachusetts,29670,37,2010
Massachusetts,25230,39,2010
Massachusetts,27660,41,2010
Massachusetts,36550,43,2010
Massachusetts,24390,45,2010
Massachusetts,51070,47,2010
Massachusetts,46900,49,2010
Massachusetts,33880,51,2010
Massachusetts,30480,53,2010
Michigan,33830,00,2010
Michigan,88490,11,2010
Michigan,60010,13,2010
Michigan,66810,15,2010
Michigan,71940,17,2010
Michigan,50290,19,2010
Michigan,40150,21,2010
Michigan,66830,23,2010
Michigan,45680,25,2010
Michigan,40610,27,2010
Michigan,57630,29,2010
Michigan,25380,31,2010
Michigan,40270,33,2010
Michigan,18580,35,2010
Michigan,23520,37,2010
Michigan,20210,39,2010
Michigan,24340,41,2010
Michigan,30430,43,2010
Michigan,23620,45,2010
Michigan,43620,47,2010
Michigan,40390,49,2010
Michigan,33420,51,2010
Michigan,28930,53,2010
Minnesota,35990,00,2010
Minnesota,93350,11,2010
Minnesota,57500,13,2010
Minnesota,73850,15,2010
Minnesota,65840,17,2010
Minnesota,58020,19,2010
Minnesota,38420,21,2010
Minnesota,74450,23,2010
Minnesota,42820,25,2010
Minnesota,43030,27,2010
Minnesota,63300,29,2010
Minnesota,25840,31,2010
Minnesota,37610,33,2010
Minnesota,19060,35,2010
Minnesota,24060,37,2010
Minnesota,22560,39,2010
Minnesota,25120,41,2010
Minnesota,33110,43,2010
Minnesota,25920,45,2010
Minnesota,49490,47,2010
Minnesota,43000,49,2010
Minnesota,32750,51,2010
Minnesota,30210,53,2010
Mississippi,26680,00,2010
Mississippi,65190,11,2010
Mississippi,47450,13,2010
Mississippi,50260,15,2010
Mississippi,56880,17,2010
Mississippi,47650,19,2010
Mississippi,32270,21,2010
Mississippi,44730,23,2010
Mississippi,36770,25,2010
Mississippi,32740,27,2010
Mississippi,47390,29,2010
Mississippi,19190,31,2010
Mississippi,26170,33,2010
Mississippi,17520,35,2010
Mississippi,18740,37,2010
Mississippi,18540,39,2010
Mississippi,20270,41,2010
Mississippi,25500,43,2010
Mississippi,25260,45,2010
Mississippi,30890,47,2010
Mississippi,33500,49,2010
Mississippi,26650,51,2010
Mississippi,24530,53,2010
Missouri,30740,00,2010
Missouri,80860,11,2010
Missouri,53760,13,2010
Missouri,67370,15,2010
Missouri,65260,17,2010
Missouri,49830,19,2010
Missouri,35270,21,2010
Missouri,59670,23,2010
Missouri,37900,25,2010
Missouri,36980,27,2010
Missouri,49690,29,2010
Missouri,22220,31,2010
Missouri,29970,33,2010
Missouri,18010,35,2010
Missouri,20830,37,2010
Missouri,19080,39,2010
Missouri,23080,41,2010
Missouri,28400,43,2010
Missouri,23800,45,2010
Missouri,44700,47,2010
Missouri,37600,49,2010
Missouri,29480,51,2010
Missouri,27970,53,2010
Montana,29030,00,2010
Montana,66440,11,2010
Montana,47610,13,2010
Montana,50460,15,2010
Montana,57670,17,2010
Montana,41920,19,2010
Montana,32200,21,2010
Montana,48600,23,2010
Montana,34810,25,2010
Montana,30230,27,2010
Montana,52300,29,2010
Montana,23240,31,2010
Montana,34640,33,2010
Montana,18050,35,2010
Montana,21070,37,2010
Montana,19150,39,2010
Montana,22520,41,2010
Montana,26940,43,2010
Montana,30660,45,2010
Montana,38100,47,2010
Montana,36510,49,2010
Montana,29490,51,2010
Montana,29820,53,2010
Nebraska,30320,00,2010
Nebraska,79100,11,2010
Nebraska,53600,13,2010
Nebraska,63670,15,2010
Nebraska,58530,17,2010
Nebraska,50150,19,2010
Nebraska,32190,21,2010
Nebraska,52390,23,2010
Nebraska,40140,25,2010
Nebraska,33720,27,2010
Nebraska,50490,29,2010
Nebraska,24070,31,2010
Nebraska,34800,33,2010
Nebraska,17920,35,2010
Nebraska,20590,37,2010
Nebraska,19230,39,2010
Nebraska,22490,41,2010
Nebraska,27680,43,2010
Nebraska,24830,45,2010
Nebraska,34430,47,2010
Nebraska,36860,49,2010
Nebraska,29540,51,2010
Nebraska,29420,53,2010
Nevada,32180,00,2010
Nevada,81340,11,2010
Nevada,58000,13,2010
Nevada,62840,15,2010
Nevada,69840,17,2010
Nevada,57140,19,2010
Nevada,47630,21,2010
Nevada,82220,23,2010
Nevada,42870,25,2010
Nevada,42980,27,2010
Nevada,71230,29,2010
Nevada,29010,31,2010
Nevada,34270,33,2010
Nevada,22470,35,2010
Nevada,27050,37,2010
Nevada,19340,39,2010
Nevada,24440,41,2010
Nevada,31320,43,2010
Nevada,30680,45,2010
Nevada,50500,47,2010
Nevada,46070,49,2010
Nevada,29900,51,2010
Nevada,29650,53,2010
New Hampshire,34740,00,2010
New Hampshire,91110,11,2010
New Hampshire,57590,13,2010
New Hampshire,74810,15,2010
New Hampshire,66110,17,2010
New Hampshire,55850,19,2010
New Hampshire,36210,21,2010
New Hampshire,64710,23,2010
New Hampshire,41000,25,2010
New Hampshire,41710,27,2010
New Hampshire,60210,29,2010
New Hampshire,29050,31,2010
New Hampshire,38840,33,2010
New Hampshire,19320,35,2010
New Hampshire,24780,37,2010
New Hampshire,21940,39,2010
New Hampshire,25110,41,2010
New Hampshire,31450,43,2010
New Hampshire,30030,45,2010
New Hampshire,39340,47,2010
New Hampshire,41030,49,2010
New Hampshire,31970,51,2010
New Hampshire,29180,53,2010
New Jersey,39020,00,2010
New Jersey,116150,11,2010
New Jersey,68410,13,2010
New Jersey,82470,15,2010
New Jersey,76520,17,2010
New Jersey,71710,19,2010
New Jersey,47630,21,2010
New Jersey,82120,23,2010
New Jersey,51980,25,2010
New Jersey,47470,27,2010
New Jersey,71480,29,2010
New Jersey,26250,31,2010
New Jersey,44910,33,2010
New Jersey,20520,35,2010
New Jersey,24560,37,2010
New Jersey,23190,39,2010
New Jersey,28090,41,2010
New Jersey,33930,43,2010
New Jersey,22110,45,2010
New Jersey,53160,47,2010
New Jersey,47570,49,2010
New Jersey,31520,51,2010
New Jersey,28940,53,2010
New Mexico,30060,00,2010
New Mexico,75100,11,2010
New Mexico,57740,13,2010
New Mexico,67970,15,2010
New Mexico,74370,17,2010
New Mexico,64470,19,2010
New Mexico,35820,21,2010
New Mexico,58520,23,2010
New Mexico,44430,25,2010
New Mexico,32910,27,2010
New Mexico,58510,29,2010
New Mexico,23120,31,2010
New Mexico,33340,33,2010
New Mexico,18130,35,2010
New Mexico,19970,37,2010
New Mexico,18760,39,2010
New Mexico,22170,41,2010
New Mexico,27540,43,2010
New Mexico,17940,45,2010
New Mexico,33110,47,2010
New Mexico,36710,49,2010
New Mexico,29760,51,2010
New Mexico,26300,53,2010
New York,38880,00,2010
New York,110990,11,2010
New York,70530,13,2010
New York,75040,15,2010
New York,70170,17,2010
New York,57630,19,2010
