STATE,A_MEDIAN,OCC_CAT,YEAR
Washington,32480,31,2015
Washington,46790,33,2015
Washington,23600,35,2015
Washington,28180,37,2015
Washington,24940,39,2015
Washington,29860,41,2015
Washington,36920,43,2015
Washington,27600,45,2015
Washington,52480,47,2015
Washington,48840,49,2015
Washington,37680,51,2015
Washington,34140,53,2015
West Virginia,30240,00,2015
West Virginia,72140,11,2015
West Virginia,54680,13,2015
West Virginia,61390,15,2015
West Virginia,64820,17,2015
West Virginia,45830,19,2015
West Virginia,33080,21,2015
West Virginia,57100,23,2015
West Virginia,43340,25,2015
West Virginia,35210,27,2015
West Virginia,51730,29,2015
West Virginia,22510,31,2015
West Virginia,29140,33,2015
West Virginia,18830,35,2015
West Virginia,20860,37,2015
West Virginia,18960,39,2015
West Virginia,19940,41,2015
West Virginia,27510,43,2015
West Virginia,24610,45,2015
West Virginia,39770,47,2015
West Virginia,35380,49,2015
West Virginia,34070,51,2015
West Virginia,28660,53,2015
Wisconsin,35110,00,2015
Wisconsin,88330,11,2015
Wisconsin,57610,13,2015
Wisconsin,68700,15,2015
Wisconsin,65960,17,2015
Wisconsin,54710,19,2015
Wisconsin,40200,21,2015
Wisconsin,58110,23,2015
Wisconsin,44690,25,2015
Wisconsin,39350,27,2015
Wisconsin,61070,29,2015
Wisconsin,28760,31,2015
Wisconsin,37480,33,2015
Wisconsin,18820,35,2015
Wisconsin,23270,37,2015
Wisconsin,21780,39,2015
Wisconsin,25160,41,2015
Wisconsin,33090,43,2015
Wisconsin,28610,45,2015
Wisconsin,47590,47,2015
Wisconsin,42740,49,2015
Wisconsin,34100,51,2015
Wisconsin,30880,53,2015
Wyoming,38280,00,2015
Wyoming,84680,11,2015
Wyoming,58430,13,2015
Wyoming,58270,15,2015
Wyoming,68500,17,2015
Wyoming,53920,19,2015
Wyoming,44660,21,2015
Wyoming,58320,23,2015
Wyoming,45720,25,2015
Wyoming,33930,27,2015
Wyoming,60520,29,2015
Wyoming,28420,31,2015
Wyoming,40290,33,2015
Wyoming,19460,35,2015
Wyoming,24800,37,2015
Wyoming,22780,39,2015
Wyoming,26020,41,2015
Wyoming,32170,43,2015
Wyoming,28820,45,2015
Wyoming,46530,47,2015
Wyoming,49430,49,2015
Wyoming,48450,51,2015
Wyoming,40010,53,2015
Guam,26280,00,2015
Guam,56040,11,2015
Guam,44830,13,2015
Guam,45360,15,2015
Guam,50370,17,2015
Guam,43680,19,2015
Guam,41830,21,2015
Guam,59690,23,2015
Guam,35910,25,2015
Guam,25300,27,2015
Guam,44790,29,2015
Guam,21940,31,2015
Guam,31930,33,2015
Guam,18680,35,2015
Guam,18670,37,2015
Guam,19050,39,2015
Guam,19300,41,2015
Guam,24540,43,2015
Guam,28880,45,2015
Guam,28530,47,2015
Guam,28680,49,2015
Guam,25170,51,2015
Guam,24090,53,2015
Puerto Rico,20000,00,2015
Puerto Rico,59030,11,2015
Puerto Rico,32680,13,2015
Puerto Rico,38070,15,2015
Puerto Rico,50180,17,2015
Puerto Rico,37940,19,2015
Puerto Rico,26800,21,2015
Puerto Rico,55120,23,2015
Puerto Rico,32390,25,2015
Puerto Rico,27050,27,2015
Puerto Rico,28640,29,2015
Puerto Rico,18320,31,2015
Puerto Rico,21810,33,2015
Puerto Rico,17880,35,2015
Puerto Rico,18120,37,2015
Puerto Rico,17930,39,2015
Puerto Rico,18450,41,2015
Puerto Rico,19630,43,2015
Puerto Rico,18550,45,2015
Puerto Rico,18520,47,2015
Puerto Rico,23010,49,2015
Puerto Rico,19370,51,2015
Puerto Rico,18510,53,2015
Virgin Islands,27750,00,2015
Virgin Islands,54590,11,2015
Virgin Islands,47650,13,2015
Virgin Islands,47860,15,2015
Virgin Islands,55100,17,2015
Virgin Islands,37250,19,2015
Virgin Islands,37800,21,2015
Virgin Islands,74190,23,2015
Virgin Islands,36160,25,2015
Virgin Islands,40560,27,2015
Virgin Islands,49510,29,2015
Virgin Islands,25980,31,2015
Virgin Islands,29020,33,2015
Virgin Islands,19690,35,2015
Virgin Islands,22250,37,2015
Virgin Islands,19720,39,2015
Virgin Islands,20740,41,2015
Virgin Islands,27050,43,2015
Virgin Islands,22650,45,2015
Virgin Islands,36670,47,2015
Virgin Islands,34150,49,2015
Virgin Islands,25480,51,2015
Virgin Islands,23560,53,2015
Alabama,32100,00,2016
Alabama,95870,11,2016
Alabama,63200,13,2016
Alabama,75630,15,2016
Alabama,81730,17,2016
Alabama,56820,19,2016
Alabama,40900,21,2016
Alabama,63400,23,2016
Alabama,45710,25,2016
Alabama,33110,27,2016
Alabama,51510,29,2016
Alabama,23650,31,2016
Alabama,33320,33,2016
Alabama,18760,35,2016
Alabama,21650,37,2016
Alabama,19030,39,2016
Alabama,23390,41,2016
Alabama,30490,43,2016
Alabama,29920,45,2016
Alabama,36520,47,2016
Alabama,41930,49,2016
Alabama,30640,51,2016
Alabama,27190,53,2016
Alaska,47170,00,2016
Alaska,96770,11,2016
Alaska,72950,13,2016
Alaska,77220,15,2016
Alaska,96450,17,2016
Alaska,69670,19,2016
Alaska,49530,21,2016
Alaska,87910,23,2016
Alaska,59540,25,2016
Alaska,49790,27,2016
Alaska,81240,29,2016
Alaska,39360,31,2016
Alaska,53600,33,2016
Alaska,24310,35,2016
Alaska,30320,37,2016
Alaska,30370,39,2016
Alaska,29440,41,2016
Alaska,40820,43,2016
Alaska,38830,45,2016
Alaska,65180,47,2016
Alaska,59000,49,2016
Alaska,37930,51,2016
Alaska,43360,53,2016
Arizona,35470,00,2016
Arizona,85300,11,2016
Arizona,60180,13,2016
Arizona,76480,15,2016
Arizona,76100,17,2016
Arizona,55820,19,2016
Arizona,38550,21,2016
Arizona,74920,23,2016
Arizona,39240,25,2016
Arizona,40180,27,2016
Arizona,65840,29,2016
Arizona,29530,31,2016
Arizona,41880,33,2016
Arizona,19670,35,2016
Arizona,23290,37,2016
Arizona,22200,39,2016
Arizona,25680,41,2016
Arizona,33380,43,2016
Arizona,19490,45,2016
Arizona,40020,47,2016
Arizona,41430,49,2016
Arizona,32590,51,2016
Arizona,30150,53,2016
Arkansas,30130,00,2016
Arkansas,73230,11,2016
Arkansas,55620,13,2016
Arkansas,64830,15,2016
Arkansas,62700,17,2016
Arkansas,50320,19,2016
Arkansas,35720,21,2016
Arkansas,53890,23,2016
Arkansas,42650,25,2016
Arkansas,35680,27,2016
Arkansas,50250,29,2016
Arkansas,22820,31,2016
Arkansas,32740,33,2016
Arkansas,18820,35,2016
Arkansas,20470,37,2016
Arkansas,19260,39,2016
Arkansas,22450,41,2016
Arkansas,28780,43,2016
Arkansas,25040,45,2016
Arkansas,33630,47,2016
Arkansas,37080,49,2016
Arkansas,29560,51,2016
Arkansas,28340,53,2016
California,40920,00,2016
California,112900,11,2016
California,73480,13,2016
California,99180,15,2016
California,93700,17,2016
California,73510,19,2016
California,49140,21,2016
California,101880,23,2016
California,53180,25,2016
California,58250,27,2016
California,83230,29,2016
California,33320,31,2016
California,45780,33,2016
California,23730,35,2016
California,27760,37,2016
California,24330,39,2016
California,29380,41,2016
California,37540,43,2016
California,22300,45,2016
California,52280,47,2016
California,47760,49,2016
California,30810,51,2016
California,30290,53,2016
Colorado,39710,00,2016
Colorado,111100,11,2016
Colorado,69500,13,2016
Colorado,91470,15,2016
Colorado,81150,17,2016
Colorado,66970,19,2016
Colorado,44910,21,2016
Colorado,79460,23,2016
Colorado,45470,25,2016
Colorado,44010,27,2016
Colorado,68480,29,2016
Colorado,30980,31,2016
Colorado,41420,33,2016
Colorado,20340,35,2016
Colorado,25850,37,2016
Colorado,23550,39,2016
Colorado,30130,41,2016
Colorado,36100,43,2016
Colorado,25000,45,2016
Colorado,43010,47,2016
Colorado,45730,49,2016
Colorado,33570,51,2016
Colorado,33220,53,2016
Connecticut,45090,00,2016
Connecticut,116840,11,2016
Connecticut,73040,13,2016
Connecticut,86680,15,2016
Connecticut,82020,17,2016
Connecticut,73930,19,2016
Connecticut,50920,21,2016
Connecticut,86730,23,2016
Connecticut,59360,25,2016
Connecticut,51910,27,2016
Connecticut,74840,29,2016
Connecticut,31900,31,2016
Connecticut,51070,33,2016
Connecticut,22370,35,2016
Connecticut,29930,37,2016
Connecticut,25620,39,2016
Connecticut,30070,41,2016
Connecticut,40300,43,2016
Connecticut,27330,45,2016
Connecticut,54050,47,2016
Connecticut,49350,49,2016
Connecticut,38760,51,2016
Connecticut,33730,53,2016
Delaware,37960,00,2016
Delaware,123090,11,2016
Delaware,68460,13,2016
Delaware,91670,15,2016
Delaware,78670,17,2016
Delaware,73890,19,2016
Delaware,42080,21,2016
Delaware,81040,23,2016
Delaware,51160,25,2016
Delaware,42570,27,2016
Delaware,67170,29,2016
Delaware,29770,31,2016
Delaware,34140,33,2016
Delaware,19980,35,2016
Delaware,25530,37,2016
Delaware,23190,39,2016
Delaware,24950,41,2016
Delaware,35080,43,2016
Delaware,30430,45,2016
Delaware,45410,47,2016
Delaware,48110,49,2016
Delaware,30730,51,2016
Delaware,28820,53,2016
District of Columbia,67870,00,2016
District of Columbia,132370,11,2016
District of Columbia,91130,13,2016
District of Columbia,104000,15,2016
District of Columbia,103610,17,2016
District of Columbia,98140,19,2016
District of Columbia,52240,21,2016
District of Columbia,149790,23,2016
District of Columbia,64010,25,2016
District of Columbia,77410,27,2016
District of Columbia,75160,29,2016
District of Columbia,30320,31,2016
District of Columbia,54840,33,2016
District of Columbia,24490,35,2016
District of Columbia,29640,37,2016
District of Columbia,28460,39,2016
District of Columbia,30810,41,2016
District of Columbia,47550,43,2016
District of Columbia,38590,45,2016
District of Columbia,51670,47,2016
District of Columbia,53290,49,2016
District of Columbia,53040,51,2016
District of Columbia,37120,53,2016
Florida,32790,00,2016
Florida,101220,11,2016
Florida,60300,13,2016
Florida,69840,15,2016
Florida,67230,17,2016
Florida,54080,19,2016
Florida,40170,21,2016
Florida,66590,23,2016
Florida,45010,25,2016
Florida,43420,27,2016
Florida,59410,29,2016
Florida,27120,31,2016
Florida,34520,33,2016
Florida,20360,35,2016
Florida,22560,37,2016
Florida,22110,39,2016
Florida,25260,41,2016
Florida,31040,43,2016
Florida,20030,45,2016
Florida,35530,47,2016
Florida,38230,49,2016
Florida,29460,51,2016
Florida,27770,53,2016
Georgia,34330,00,2016
Georgia,98170,11,2016
Georgia,63140,13,2016
Georgia,80990,15,2016
Georgia,73450,17,2016
Georgia,56760,19,2016
Georgia,39780,21,2016
Georgia,72380,23,2016
Georgia,46810,25,2016
Georgia,45150,27,2016
Georgia,58730,29,2016
Georgia,25830,31,2016
Georgia,33860,33,2016
Georgia,18690,35,2016
Georgia,22550,37,2016
Georgia,20380,39,2016
Georgia,24650,41,2016
Georgia,32040,43,2016
Georgia,24130,45,2016
Georgia,36830,47,2016
Georgia,41100,49,2016
Georgia,30040,51,2016
Georgia,28600,53,2016
Hawaii,40030,00,2016
Hawaii,84470,11,2016
Hawaii,61150,13,2016
Hawaii,74620,15,2016
Hawaii,79240,17,2016
Hawaii,61680,19,2016
Hawaii,47710,21,2016
Hawaii,71700,23,2016
Hawaii,47310,25,2016
Hawaii,43680,27,2016
Hawaii,78490,29,2016
Hawaii,32040,31,2016
Hawaii,40460,33,2016
Hawaii,24890,35,2016
Hawaii,33780,37,2016
Hawaii,25620,39,2016
Hawaii,27830,41,2016
Hawaii,36760,43,2016
Hawaii,30740,45,2016
Hawaii,64210,47,2016
Hawaii,51330,49,2016
Hawaii,34180,51,2016
Hawaii,34630,53,2016
Idaho,32800,00,2016
Idaho,69580,11,2016
Idaho,56580,13,2016
Idaho,63840,15,2016
Idaho,76450,17,2016
Idaho,49450,19,2016
Idaho,39960,21,2016
Idaho,59470,23,2016
Idaho,37050,25,2016
Idaho,33110,27,2016
Idaho,59990,29,2016
Idaho,27320,31,2016
Idaho,37150,33,2016
Idaho,18910,35,2016
Idaho,24150,37,2016
Idaho,21020,39,2016
Idaho,25260,41,2016
Idaho,30550,43,2016
Idaho,24520,45,2016
Idaho,37740,47,2016
Idaho,39440,49,2016
Idaho,31910,51,2016
Idaho,31060,53,2016
Illinois,38270,00,2016
Illinois,95430,11,2016
Illinois,64880,13,2016
Illinois,82320,15,2016
Illinois,76590,17,2016
Illinois,64260,19,2016
Illinois,42590,21,2016
Illinois,81120,23,2016
Illinois,49630,25,2016
Illinois,44880,27,2016
Illinois,63280,29,2016
Illinois,26720,31,2016
Illinois,43030,33,2016
Illinois,19980,35,2016
Illinois,26900,37,2016
Illinois,22860,39,2016
Illinois,26940,41,2016
Illinois,34400,43,2016
Illinois,28600,45,2016
Illinois,65380,47,2016
Illinois,46440,49,2016
Illinois,33170,51,2016
Illinois,30080,53,2016
Indiana,33790,00,2016
Indiana,79340,11,2016
Indiana,56720,13,2016
Indiana,68130,15,2016
Indiana,66960,17,2016
Indiana,52460,19,2016
Indiana,37950,21,2016
Indiana,61000,23,2016
Indiana,41680,25,2016
Indiana,34440,27,2016
Indiana,56230,29,2016
Indiana,26200,31,2016
Indiana,35310,33,2016
Indiana,19070,35,2016
Indiana,23590,37,2016
Indiana,20580,39,2016
Indiana,24360,41,2016
Indiana,31630,43,2016
Indiana,26320,45,2016
Indiana,44660,47,2016
Indiana,41400,49,2016
Indiana,33310,51,2016
Indiana,30560,53,2016
Iowa,34790,00,2016
Iowa,80340,11,2016
Iowa,58230,13,2016
Iowa,71330,15,2016
Iowa,66030,17,2016
Iowa,55390,19,2016
Iowa,38550,21,2016
Iowa,57850,23,2016
Iowa,43370,25,2016
Iowa,33590,27,2016
Iowa,55100,29,2016
Iowa,28210,31,2016
Iowa,39830,33,2016
Iowa,19190,35,2016
Iowa,24420,37,2016
Iowa,22570,39,2016
Iowa,24510,41,2016
Iowa,32880,43,2016
Iowa,31880,45,2016
Iowa,41330,47,2016
Iowa,42170,49,2016
Iowa,33150,51,2016
Iowa,32610,53,2016
Kansas,34460,00,2016
Kansas,86480,11,2016
Kansas,60400,13,2016
Kansas,67990,15,2016
Kansas,71210,17,2016
Kansas,55590,19,2016
Kansas,37770,21,2016
Kansas,58790,23,2016
Kansas,40630,25,2016
Kansas,37590,27,2016
Kansas,54430,29,2016
Kansas,25010,31,2016
Kansas,35390,33,2016
Kansas,19010,35,2016
Kansas,23890,37,2016
Kansas,20990,39,2016
Kansas,25290,41,2016
Kansas,31760,43,2016
Kansas,30490,45,2016
Kansas,39520,47,2016
Kansas,42260,49,2016
Kansas,34550,51,2016
Kansas,31650,53,2016
Kentucky,33190,00,2016
Kentucky,80140,11,2016
Kentucky,55250,13,2016
Kentucky,65160,15,2016
Kentucky,66680,17,2016
Kentucky,50660,19,2016
Kentucky,38130,21,2016
Kentucky,59310,23,2016
Kentucky,48830,25,2016
Kentucky,36480,27,2016
Kentucky,54930,29,2016
Kentucky,26770,31,2016
Kentucky,31560,33,2016
Kentucky,18750,35,2016
Kentucky,22620,37,2016
Kentucky,21170,39,2016
Kentucky,23300,41,2016
Kentucky,30940,43,2016
Kentucky,25880,45,2016
Kentucky,40410,47,2016
Kentucky,40850,49,2016
Kentucky,33790,51,2016
Kentucky,29790,53,2016
Louisiana,32080,00,2016
Louisiana,79100,11,2016
Louisiana,53920,13,2016
Louisiana,57660,15,2016
Louisiana,74370,17,2016
Louisiana,58920,19,2016
Louisiana,40050,21,2016
Louisiana,58270,23,2016
Louisiana,45310,25,2016
Louisiana,39420,27,2016
Louisiana,52060,29,2016
Louisiana,22470,31,2016
Louisiana,32700,33,2016
Louisiana,18620,35,2016
Louisiana,20360,37,2016
Louisiana,18960,39,2016
Louisiana,23060,41,2016
Louisiana,29180,43,2016
Louisiana,34480,45,2016
Louisiana,40580,47,2016
Louisiana,38970,49,2016
Louisiana,39220,51,2016
Louisiana,30570,53,2016
Maine,35380,00,2016
Maine,80520,11,2016
Maine,58340,13,2016
Maine,68410,15,2016
Maine,69190,17,2016
Maine,55090,19,2016
Maine,42290,21,2016
Maine,59540,23,2016
Maine,44700,25,2016
Maine,32850,27,2016
Maine,61190,29,2016
Maine,27980,31,2016
Maine,35430,33,2016
Maine,20590,35,2016
Maine,26610,37,2016
Maine,22720,39,2016
Maine,25270,41,2016
Maine,32900,43,2016
Maine,34090,45,2016
Maine,38970,47,2016
Maine,41860,49,2016
Maine,35000,51,2016
Maine,30690,53,2016
Maryland,43010,00,2016
Maryland,114710,11,2016
Maryland,74320,13,2016
Maryland,94060,15,2016
Maryland,89270,17,2016
Maryland,80690,19,2016
Maryland,46850,21,2016
Maryland,65770,23,2016
Maryland,56020,25,2016
Maryland,53090,27,2016
Maryland,71720,29,2016
Maryland,30020,31,2016
Maryland,44970,33,2016
Maryland,20660,35,2016
Maryland,25550,37,2016
Maryland,23590,39,2016
Maryland,27000,41,2016
Maryland,36890,43,2016
Maryland,32970,45,2016
Maryland,44380,47,2016
Maryland,48010,49,2016
Maryland,34420,51,2016
Maryland,33710,53,2016
Massachusetts,46690,00,2016
Massachusetts,110580,11,2016
Massachusetts,74430,13,2016
Massachusetts,93170,15,2016
Massachusetts,83690,17,2016
Massachusetts,69510,19,2016
Massachusetts,42180,21,2016
Massachusetts,96130,23,2016
Massachusetts,59490,25,2016
Massachusetts,55870,27,2016
Massachusetts,77130,29,2016
Massachusetts,31560,31,2016
Massachusetts,51820,33,2016
Massachusetts,23780,35,2016
Massachusetts,33440,37,2016
Massachusetts,28090,39,2016
Massachusetts,29410,41,2016
Massachusetts,40130,43,2016
Massachusetts,28230,45,2016
Massachusetts,57280,47,2016
Massachusetts,50940,49,2016
Massachusetts,36470,51,2016
Massachusetts,33020,53,2016
Michigan,36030,00,2016
Michigan,97300,11,2016
Michigan,62690,13,2016
Michigan,73580,15,2016
Michigan,77530,17,2016
Michigan,55770,19,2016
Michigan,43480,21,2016
Michigan,71710,23,2016
Michigan,45800,25,2016
Michigan,41620,27,2016
Michigan,62690,29,2016
Michigan,27890,31,2016
Michigan,39250,33,2016
Michigan,19550,35,2016
Michigan,24230,37,2016
Michigan,21860,39,2016
Michigan,25900,41,2016
Michigan,33260,43,2016
Michigan,25660,45,2016
Michigan,46170,47,2016
Michigan,43160,49,2016
Michigan,33580,51,2016
Michigan,30440,53,2016
Minnesota,40100,00,2016
Minnesota,100290,11,2016
Minnesota,64880,13,2016
Minnesota,81640,15,2016
Minnesota,73850,17,2016
Minnesota,62840,19,2016
Minnesota,43790,21,2016
Minnesota,82900,23,2016
Minnesota,47920,25,2016
Minnesota,45980,27,2016
Minnesota,67470,29,2016
Minnesota,30600,31,2016
Minnesota,40100,33,2016
Minnesota,20350,35,2016
Minnesota,27700,37,2016
Minnesota,23830,39,2016
Minnesota,28030,41,2016
Minnesota,37180,43,2016
Minnesota,31240,45,2016
Minnesota,54190,47,2016
Minnesota,45990,49,2016
Minnesota,35580,51,2016
Minnesota,34540,53,2016
Mississippi,29590,00,2016
Mississippi,67390,11,2016
Mississippi,53850,13,2016
Mississippi,60560,15,2016
Mississippi,67530,17,2016
Mississippi,51190,19,2016
Mississippi,35470,21,2016
Mississippi,60330,23,2016
Mississippi,39160,25,2016
Mississippi,33050,27,2016
Mississippi,50940,29,2016
Mississippi,21990,31,2016
Mississippi,28100,33,2016
Mississippi,18660,35,2016
Mississippi,19610,37,2016
Mississippi,19560,39,2016
Mississippi,21840,41,2016
Mississippi,28510,43,2016
Mississippi,31140,45,2016
Mississippi,35900,47,2016
Mississippi,37340,49,2016
Mississippi,30010,51,2016
Mississippi,27110,53,2016
Missouri,34230,00,2016
Missouri,90940,11,2016
Missouri,62140,13,2016
Missouri,75470,15,2016
Missouri,72400,17,2016
Missouri,52160,19,2016
Missouri,37030,21,2016
Missouri,64410,23,2016
Missouri,41830,25,2016
Missouri,41450,27,2016
Missouri,55090,29,2016
Missouri,25010,31,2016
Missouri,32590,33,2016
Missouri,19170,35,2016
Missouri,23620,37,2016
Missouri,20590,39,2016
Missouri,25190,41,2016
Missouri,32230,43,2016
Missouri,27450,45,2016
Missouri,48050,47,2016
Missouri,40530,49,2016
Missouri,32630,51,2016
Missouri,30440,53,2016
Montana,32750,00,2016
Montana,76470,11,2016
Montana,54700,13,2016
Montana,58770,15,2016
Montana,64340,17,2016
Montana,49880,19,2016
Montana,36320,21,2016
Montana,56190,23,2016
Montana,37400,25,2016
Montana,30910,27,2016
Montana,60020,29,2016
Montana,27080,31,2016
Montana,40100,33,2016
Montana,19890,35,2016
Montana,24120,37,2016
Montana,22220,39,2016
Montana,24880,41,2016
Montana,30780,43,2016
Montana,29170,45,2016
Montana,44890,47,2016
Montana,39720,49,2016
Montana,33690,51,2016
Montana,33830,53,2016
Nebraska,34890,00,2016
Nebraska,87040,11,2016
Nebraska,59130,13,2016
Nebraska,71510,15,2016
Nebraska,67450,17,2016
Nebraska,55240,19,2016
Nebraska,36740,21,2016
Nebraska,62560,23,2016
Nebraska,47200,25,2016
Nebraska,37490,27,2016
Nebraska,57090,29,2016
Nebraska,27240,31,2016
Nebraska,39200,33,2016
Nebraska,19960,35,2016
Nebraska,23890,37,2016
Nebraska,22830,39,2016
Nebraska,25400,41,2016
Nebraska,31460,43,2016
Nebraska,31820,45,2016
Nebraska,38180,47,2016
Nebraska,41960,49,2016
Nebraska,33090,51,2016
Nebraska,33720,53,2016
Nevada,34510,00,2016
Nevada,87260,11,2016
Nevada,58700,13,2016
Nevada,70300,15,2016
Nevada,74020,17,2016
Nevada,59820,19,2016
Nevada,48970,21,2016
Nevada,85520,23,2016
Nevada,46150,25,2016
Nevada,43810,27,2016
Nevada,77480,29,2016
Nevada,32360,31,2016
Nevada,33460,33,2016
Nevada,23690,35,2016
Nevada,31010,37,2016
Nevada,21770,39,2016
Nevada,26180,41,2016
Nevada,33830,43,2016
Nevada,30670,45,2016
Nevada,45930,47,2016
Nevada,47540,49,2016
Nevada,31610,51,2016
Nevada,30230,53,2016
New Hampshire,38270,00,2016
New Hampshire,99930,11,2016
New Hampshire,64270,13,2016
New Hampshire,80900,15,2016
New Hampshire,73380,17,2016
New Hampshire,61930,19,2016
New Hampshire,44090,21,2016
New Hampshire,67890,23,2016
New Hampshire,47040,25,2016
New Hampshire,41000,27,2016
New Hampshire,68050,29,2016
New Hampshire,31900,31,2016
New Hampshire,43860,33,2016
New Hampshire,21190,35,2016
New Hampshire,27250,37,2016
New Hampshire,24060,39,2016
New Hampshire,27990,41,2016
New Hampshire,35120,43,2016
New Hampshire,33420,45,2016
New Hampshire,43530,47,2016
New Hampshire,46900,49,2016
New Hampshire,35100,51,2016
New Hampshire,31400,53,2016
New Jersey,41950,00,2016
New Jersey,129080,11,2016
New Jersey,75180,13,2016
New Jersey,90280,15,2016
New Jersey,85720,17,2016
New Jersey,79560,19,2016
New Jersey,51050,21,2016
New Jersey,90080,23,2016
New Jersey,56240,25,2016
New Jersey,52570,27,2016
New Jersey,76800,29,2016
New Jersey,28680,31,2016
New Jersey,41160,33,2016
New Jersey,22400,35,2016
New Jersey,27590,37,2016
New Jersey,25610,39,2016
New Jersey,28760,41,2016
New Jersey,37400,43,2016
New Jersey,24860,45,2016
New Jersey,55590,47,2016
New Jersey,50190,49,2016
New Jersey,33880,51,2016
New Jersey,30350,53,2016
New Mexico,32900,00,2016
New Mexico,81330,11,2016
New Mexico,56830,13,2016
New Mexico,72220,15,2016
New Mexico,85880,17,2016
New Mexico,68620,19,2016
New Mexico,39960,21,2016
New Mexico,63670,23,2016
New Mexico,45410,25,2016
New Mexico,36430,27,2016
New Mexico,63250,29,2016
New Mexico,26550,31,2016
New Mexico,36010,33,2016
New Mexico,19150,35,2016
New Mexico,21870,37,2016
New Mexico,19530,39,2016
New Mexico,24530,41,2016
New Mexico,30920,43,2016
New Mexico,19930,45,2016
New Mexico,37420,47,2016
New Mexico,39200,49,2016
New Mexico,31380,51,2016
New Mexico,30180,53,2016
New York,42760,00,2016
New York,126490,11,2016
New York,77290,13,2016
New York,85290,15,2016
New York,77750,17,2016
New York,65410,19,2016
New York,47580,21,2016
New York,104290,23,2016
New York,56130,25,2016
New York,61300,27,2016
New York,74730,29,2016
New York,27560,31,2016
New York,44240,33,2016
New York,22300,35,2016
New York,29980,37,2016
New York,24510,39,2016
New York,28910,41,2016
New York,38050,43,2016
New York,29950,45,2016
New York,55850,47,2016
New York,47440,49,2016
New York,33730,51,2016
New York,33900,53,2016
North Carolina,33920,00,2016
North Carolina,104460,11,2016
North Carolina,64060,13,2016
North Carolina,81790,15,2016
North Carolina,71830,17,2016
North Carolina,58860,19,2016
North Carolina,42680,21,2016
North Carolina,61090,23,2016
North Carolina,41950,25,2016
North Carolina,42970,27,2016
North Carolina,58050,29,2016
North Carolina,24220,31,2016
North Carolina,32900,33,2016
North Carolina,18990,35,2016
North Carolina,22420,37,2016
North Carolina,20970,39,2016
North Carolina,25250,41,2016
North Carolina,32360,43,2016
North Carolina,25890,45,2016
North Carolina,35890,47,2016
North Carolina,41500,49,2016
North Carolina,30350,51,2016
North Carolina,28040,53,2016
North Dakota,39160,00,2016
North Dakota,87270,11,2016
North Dakota,56990,13,2016
North Dakota,63640,15,2016
North Dakota,64980,17,2016
North Dakota,57560,19,2016
North Dakota,46780,21,2016
North Dakota,67080,23,2016
North Dakota,44890,25,2016
North Dakota,35070,27,2016
North Dakota,56800,29,2016
North Dakota,31870,31,2016
North Dakota,40020,33,2016
North Dakota,22640,35,2016
North Dakota,27580,37,2016
North Dakota,27200,39,2016
North Dakota,30190,41,2016
North Dakota,34290,43,2016
North Dakota,34070,45,2016
North Dakota,49260,47,2016
North Dakota,49650,49,2016
North Dakota,38560,51,2016
North Dakota,40890,53,2016
Ohio,35760,00,2016
Ohio,92650,11,2016
Ohio,61700,13,2016
Ohio,75700,15,2016
Ohio,72650,17,2016
Ohio,58880,19,2016
Ohio,41530,21,2016
Ohio,66180,23,2016
Ohio,49700,25,2016
Ohio,38840,27,2016
Ohio,59040,29,2016
Ohio,24640,31,2016
Ohio,39060,33,2016
Ohio,19350,35,2016
Ohio,23590,37,2016
Ohio,21510,39,2016
Ohio,25540,41,2016
Ohio,32790,43,2016
Ohio,28170,45,2016
Ohio,45530,47,2016
Ohio,42580,49,2016
Ohio,34950,51,2016
Ohio,29480,53,2016
Oklahoma,33140,00,2016
Oklahoma,77810,11,2016
Oklahoma,57470,13,2016
Oklahoma,63450,15,2016
Oklahoma,72290,17,2016
Oklahoma,52110,19,2016
Oklahoma,37870,21,2016
Oklahoma,62260,23,2016
Oklahoma,37460,25,2016
Oklahoma,35720,27,2016
Oklahoma,53120,29,2016
Oklahoma,25240,31,2016
Oklahoma,35040,33,2016
Oklahoma,18890,35,2016
Oklahoma,21600,37,2016
Oklahoma,19570,39,2016
Oklahoma,24290,41,2016
Oklahoma,30550,43,2016
Oklahoma,28570,45,2016
Oklahoma,38050,47,2016
Oklahoma,40700,49,2016
Oklahoma,33200,51,2016
Oklahoma,31040,53,2016
Oregon,37990,00,2016
Oregon,89250,11,2016
Oregon,62320,13,2016
Oregon,78460,15,2016
Oregon,77600,17,2016
Oregon,56720,19,2016
Oregon,43010,21,2016
Oregon,75060,23,2016
Oregon,47860,25,2016
Oregon,44240,27,2016
Oregon,79370,29,2016
Oregon,33780,31,2016
Oregon,46360,33,2016
Oregon,22830,35,2016
Oregon,26560,37,2016
Oregon,24910,39,2016
Oregon,27980,41,2016
Oregon,35280,43,2016
Oregon,29360,45,2016
Oregon,46690,47,2016
Oregon,44120,49,2016
Oregon,34250,51,2016
Oregon,32710,53,2016
Pennsylvania,36680,00,2016
Pennsylvania,105780,11,2016
Pennsylvania,64510,13,2016
Pennsylvania,76560,15,2016
Pennsylvania,72400,17,2016
Pennsylvania,61730,19,2016
Pennsylvania,38930,21,2016
Pennsylvania,75910,23,2016
Pennsylvania,52080,25,2016
Pennsylvania,42220,27,2016
Pennsylvania,61430,29,2016
